player_name,teams,end_year,start_year,years,pa,defense,position_adj,dWAR,park_wOBA,OPS_plus,wRC_plus,rAA,oWAR,replacement,noD_WAR,WAR
Dan Ortmeier,WAS,2009,2008,2,336,0.000,-5.893,-0.59,0.2659,55.1579,51.8116,-18.910,-1.89,9.60,-1.52,-1.52
Dan Uggla,Oak/,2015,2006,9,4252,-31.387,11.076,-2.02,0.3453,113.4254,113.7442,67.100,6.71,121.49,19.97,16.83
Dan Vogelbach,StL/,2019,2017,4,1334,-6.888,-24.759,-3.17,0.3405,118.1409,120.5208,28.760,2.87,38.11,4.20,3.52
Dan Wilson,KC,2006,2006,1,12,0.000,0.214,0.02,0.0734,-55.7000,-78.6600,-2.490,-0.25,0.34,-0.19,-0.19
Daniel Castro,ChN,2019,2018,2,730,12.933,8.008,2.09,0.2586,64.9376,58.0992,-32.280,-3.22,20.86,-0.33,0.96
Daniel Descalso,KC/P,2019,2011,5,824,-6.706,3.679,-0.30,0.2635,63.5846,60.9132,-33.680,-3.37,23.54,-0.65,-1.32
Daniel Dorn,NYN,2012,2011,2,380,-0.771,-5.940,-0.67,0.2932,82.7154,80.6576,-7.720,-0.77,10.86,-0.28,-0.36
Daniel Murphy,Mia/,2019,2014,6,3460,-39.236,-15.435,-5.46,0.3303,112.8607,114.7647,53.350,5.33,98.86,13.67,9.75
Daniel Nava,StL/,2017,2013,5,2054,-7.200,-33.652,-4.08,0.2835,81.0691,78.9369,-44.440,-4.45,58.69,-1.81,-2.53
Daniel Palka,Det,2019,2019,1,7,-0.061,-0.124,-0.02,0.4044,166.7200,167.9400,0.500,0.05,0.20,0.06,0.05
Daniel Robertson,Cin/,2019,2017,3,752,10.272,3.277,1.36,0.2863,81.1919,79.0446,-16.520,-1.65,21.49,0.83,1.85
Danny Ardoin,CHC,2006,2006,1,555,0.000,9.911,0.99,0.3057,85.0900,81.5400,-11.890,-1.19,15.86,1.39,1.39
Danny Espinosa,SF/C,2017,2011,5,2341,29.830,11.512,4.14,0.2964,89.0356,86.2900,-33.250,-3.31,66.89,4.53,7.51
Danny Klassen,CLV/,2008,2006,2,160,0.000,1.714,0.17,0.3432,105.1933,105.4275,1.020,0.11,4.57,0.74,0.74
Danny Richar,MIL,2010,2010,1,4,0.000,0.014,0.00,0.2188,31.4800,19.4800,-0.370,-0.04,0.11,-0.03,-0.03
Danny Sandoval,Min,2007,2007,1,236,0.000,0.843,0.08,0.2808,64.3400,59.7400,-11.530,-1.15,6.74,-0.39,-0.39
Danny Santana,StL/,2018,2015,4,982,-14.470,3.723,-1.07,0.2902,88.1065,85.5270,-14.890,-1.48,28.06,1.70,0.25
Danny Valencia,Was/,2019,2014,5,845,-9.460,-5.259,-1.47,0.3232,106.7674,108.3287,7.370,0.73,24.14,2.62,1.67
Dansby Swanson,Hou,2019,2018,2,1064,2.776,9.216,1.20,0.2723,73.5906,68.8586,-34.950,-3.50,30.40,0.46,0.74
Daric Barton,Tex,2015,2010,5,1475,11.200,-27.540,-1.64,0.3021,87.7765,88.0488,-19.530,-1.96,42.14,-0.47,0.65
Dariel Alvarez,ChN,2016,2016,1,380,9.102,-3.661,0.54,0.2892,90.6700,86.4000,-5.120,-0.51,10.86,0.21,1.12
Darin Erstad,Mil/,2007,2006,2,328,0.000,-1.550,-0.16,0.2869,66.2974,66.4966,-12.920,-1.29,9.37,-0.51,-0.51
Darin Ruf,StL/,2017,2014,3,1079,-16.308,-14.043,-3.04,0.3289,111.6605,113.5695,14.840,1.49,30.83,3.17,1.54
Darnell McDonald,SD/T,2012,2007,3,388,2.761,-2.962,-0.02,0.3255,100.1176,103.4772,1.070,0.10,11.09,0.91,1.19
Darwin Barney,Ari/,2016,2011,5,928,2.024,8.480,1.05,0.2706,71.8148,64.5928,-34.650,-3.46,26.51,0.14,0.35
Daryle Ward,TB/C,2009,2008,2,781,0.000,-13.947,-1.40,0.3563,114.0953,114.5760,13.220,1.32,22.31,2.16,2.16
Daulton Varsho,Pit,2019,2019,1,133,-1.167,2.431,0.13,0.2091,37.1500,20.5500,-11.200,-1.12,3.80,-0.50,-0.61
Dave Roberts,BAL/,2008,2006,3,1592,0.000,-6.157,-0.62,0.3046,73.3483,77.8333,-41.720,-4.18,45.49,-0.25,-0.25
Dave Sappelt,Ari,2011,2011,1,151,0.231,0.531,0.08,0.2692,69.8100,63.9100,-5.710,-0.57,4.31,-0.09,-0.06
David Bell,KC/S,2007,2006,2,500,0.000,1.786,0.18,0.2643,58.0514,52.2242,-28.100,-2.81,14.29,-1.20,-1.20
David Bote,Mil,2019,2019,1,392,2.166,0.358,0.25,0.3348,114.3300,115.4100,6.400,0.64,11.20,1.80,2.01
David Cooper,SF/N,2015,2012,2,178,-0.482,-4.060,-0.46,0.2630,65.4551,64.6545,-6.500,-0.65,5.09,-0.55,-0.60
David Dahl,LAA,2019,2017,3,1974,33.272,-19.815,1.35,0.3008,93.2228,90.2950,-20.010,-2.00,56.40,1.66,4.99
David DeJesus,Hou/,2015,2006,8,4857,2.352,-10.911,-0.85,0.3439,108.9449,109.9377,54.860,5.49,138.77,18.28,18.51
David Dellucci,SF/S,2009,2007,3,1277,0.000,-13.682,-1.38,0.3410,100.5560,101.1922,1.730,0.18,36.49,2.46,2.46
David Eckstein,Mil/,2011,2006,5,2699,1.337,27.402,2.87,0.2984,78.1827,75.4230,-77.950,-7.79,77.12,2.66,2.80
David Freese,Min/,2019,2010,9,3321,6.142,-15.364,-0.92,0.3069,94.6166,94.3164,-19.800,-1.98,94.89,5.97,6.59
David Freitas,ChN,2017,2016,2,365,-3.393,5.832,0.25,0.2886,84.9829,82.7350,-6.360,-0.64,10.43,0.99,0.65
David Lough,Ari,2015,2014,2,117,1.797,-1.236,0.06,0.3155,108.6351,104.3136,0.520,0.05,3.34,0.26,0.44
David Murphy,SF/L,2015,2008,8,4694,49.945,-45.156,0.48,0.3180,98.1102,97.5397,-10.760,-1.08,134.11,7.82,12.81
David Ortiz,Oak/,2017,2006,11,7272,-4.786,-174.310,-17.90,0.3732,132.5946,134.7039,284.430,28.45,207.77,31.80,31.32
David Peralta,Phi/,2019,2015,5,2956,-41.073,-13.187,-5.42,0.3126,100.3095,101.2520,4.190,0.43,84.46,7.56,3.45
David Ross,SF/M,2017,2008,6,1060,-0.643,17.689,1.70,0.3177,98.6673,97.7936,-3.920,-0.39,30.29,4.41,4.34
David Wright,Atl/,2018,2006,12,6752,-0.556,22.441,2.19,0.3682,127.7748,132.0836,242.210,24.22,192.91,45.76,45.70
Dayan Viciedo,StL/,2016,2011,6,2247,-11.902,-23.172,-3.51,0.3363,116.4354,118.9188,43.790,4.37,64.20,8.47,7.28
Dean Anna,LAN,2016,2014,3,715,3.194,-0.369,0.28,0.2787,76.5474,75.4710,-17.760,-1.78,20.43,0.23,0.55
Dee Gordon,Bos/,2019,2012,6,2634,-14.831,16.457,0.16,0.2704,70.7925,68.2426,-88.030,-8.81,75.26,0.36,-1.12
Deivi Cruz,SD,2006,2006,1,61,0.000,0.654,0.07,0.3312,103.9500,99.1300,-0.060,-0.01,1.74,0.23,0.23
Delino DeShields,Atl,2019,2014,5,2301,-14.615,-6.878,-2.15,0.2892,82.3866,82.3873,-42.120,-4.21,65.74,1.68,0.22
Delmon Young,Det/,2016,2007,8,3303,-80.907,-51.539,-13.24,0.3357,111.8586,113.1442,46.280,4.62,94.37,8.90,0.81
Delwyn Young,ChN/,2011,2008,2,588,-0.698,-5.016,-0.57,0.3479,120.9199,121.4629,13.430,1.35,16.80,2.53,2.46
Denard Span,Atl/,2019,2010,9,4724,-4.219,1.486,-0.29,0.3140,97.7236,98.7419,-5.060,-0.50,134.97,13.15,12.73
Dennis Anderson,MIL,2006,2006,1,37,0.000,0.661,0.07,0.2703,58.3200,57.1200,-1.840,-0.18,1.06,-0.01,-0.01
Derek Dietrich,Ari/,2019,2013,6,1591,-9.279,-11.787,-2.11,0.3228,106.6782,107.7656,12.840,1.28,45.46,4.65,3.72
Derek Fisher,Cle,2018,2017,2,665,-4.372,-5.633,-1.00,0.3299,111.0847,113.1373,9.130,0.92,19.00,2.26,1.82
Derek Jeter,Mia/,2014,2006,8,5554,-14.168,58.939,4.47,0.3523,115.4541,117.4177,111.310,11.12,158.69,32.88,31.47
Derek Norris,NYN,2018,2015,4,1030,-6.812,18.084,1.13,0.3187,106.7782,108.3964,8.570,0.85,29.43,5.60,4.92
Derrek Lee,COL/,2012,2006,6,3523,0.293,-62.714,-6.24,0.3596,119.5318,119.8803,81.910,8.19,100.66,11.98,12.01
Desmond Jennings,Det/,2017,2011,7,4039,7.323,12.378,1.97,0.3200,103.6352,105.9840,26.010,2.60,115.40,15.38,16.11
Destin Hood,NYN,2018,2018,1,14,-0.043,-0.242,-0.03,0.3169,84.9900,103.2600,0.050,0.00,0.40,0.02,0.01
Deven Marrero,Min,2018,2018,1,114,0.602,0.763,0.14,0.2666,71.6200,64.8400,-4.190,-0.42,3.26,-0.02,0.04
Devin Mesoraco,StL/,2019,2011,9,3562,-27.040,59.223,3.22,0.2899,85.1819,82.8191,-64.890,-6.49,101.77,9.61,6.91
Devon Travis,Min/,2019,2014,4,1195,-5.432,-0.258,-0.57,0.3406,118.6282,120.8010,26.010,2.59,34.14,5.98,5.44
DeWayne Wise,SD/N,2011,2009,3,473,5.079,0.744,0.58,0.3187,98.2042,94.1302,-2.560,-0.26,13.52,1.17,1.67
Dexter Fowler,Sea/,2019,2009,10,5976,-80.792,7.077,-7.36,0.3174,100.1934,101.1176,3.600,0.36,170.74,18.14,10.06
Didi Gregorius,ChA/,2019,2014,7,2791,8.750,29.447,3.81,0.3090,99.4401,98.0651,-5.090,-0.51,79.74,10.41,11.29
Dilson Herrera,Mil,2019,2017,3,823,-2.008,3.135,0.12,0.2838,79.8417,77.1673,-19.700,-1.97,23.52,0.69,0.49
Dioner Navarro,LAA/,2017,2006,11,3695,-4.789,66.500,6.17,0.2874,76.8449,73.0309,-107.880,-10.79,105.57,6.42,5.94
Dixon Machado,Cin,2018,2018,1,690,-0.392,2.347,0.20,0.2616,66.0900,60.9500,-28.170,-2.82,19.71,-0.61,-0.65
DJ LeMahieu,SF/S,2019,2017,5,2020,16.799,6.906,2.37,0.3046,94.1982,93.1584,-14.370,-1.43,57.71,5.03,6.71
Dmitri Young,TB/S,2010,2006,3,732,0.000,-17.614,-1.76,0.3446,106.4600,106.6675,5.840,0.58,20.91,0.91,0.91
Dom Nunez,Sea,2017,2017,1,111,-1.853,2.316,0.05,0.2547,66.8000,55.0200,-5.230,-0.52,3.17,0.03,-0.16
Domingo Santana,Ari/,2019,2016,4,2359,1.176,-23.976,-2.28,0.3285,112.0943,113.3179,32.580,3.26,67.40,7.60,7.72
Domonic Brown,Min/,2015,2012,4,1855,-34.209,-16.953,-5.11,0.3019,96.1369,92.2951,-14.780,-1.48,53.00,2.12,-1.30
Don Kelly,ChN/,2015,2008,6,847,0.221,-4.144,-0.39,0.3161,91.3259,94.1809,-4.780,-0.47,24.20,1.53,1.56
Donnie Dewees,Mil,2019,2019,1,216,2.590,-0.374,0.22,0.2842,79.1000,77.1900,-5.220,-0.52,6.17,0.06,0.32
Donnie Murphy,Mil/,2016,2007,8,1567,-2.358,9.458,0.70,0.3108,98.4216,96.0745,-5.610,-0.57,44.77,4.85,4.62
Donovan Solano,Det,2015,2014,2,990,4.137,4.122,0.83,0.2873,85.0380,82.1698,-17.960,-1.79,28.29,1.45,1.86
Dorssys Paulino,NYN,2019,2019,1,539,-9.320,-5.995,-1.53,0.3085,97.4000,95.5200,-2.560,-0.26,15.40,0.68,-0.25
Doug Mientkiewicz,SD,2010,2010,1,72,0.000,-1.286,-0.13,0.2756,63.0800,59.1600,-3.360,-0.34,2.06,-0.26,-0.26
Drew Ellis,ChN,2019,2019,1,581,2.217,2.051,0.43,0.2955,88.7200,85.7000,-8.810,-0.88,16.60,0.99,1.21
Drew Robinson,Det,2018,2018,1,453,-4.219,-5.202,-0.94,0.2767,71.5500,72.5200,-13.010,-1.30,12.94,-0.53,-0.95
Drew Stubbs,Hou/,2016,2012,5,1709,18.158,-2.092,1.61,0.3189,100.9030,104.3512,7.860,0.78,48.83,5.45,7.27
Drew Sutton,StL/,2012,2009,3,848,-2.445,2.904,0.05,0.3365,103.5817,104.0037,3.830,0.38,24.23,3.09,2.85
Dustin Ackley,Mil/,2017,2012,6,2613,12.876,2.669,1.55,0.3088,98.3373,97.4094,-6.600,-0.67,74.66,7.06,8.35
Dustin Fowler,Bal,2019,2018,2,871,-23.010,-3.096,-2.61,0.2930,89.0263,84.5293,-14.240,-1.43,24.89,0.75,-1.55
Dustin Garneau,Mil/,2017,2015,3,478,-1.760,8.721,0.69,0.2789,81.0080,77.1229,-11.300,-1.13,13.66,1.11,0.93
Dustin Pedroia,Phi/,2019,2007,13,8452,112.747,29.607,14.24,0.3295,105.7199,106.8609,60.420,6.03,241.49,33.14,44.42
Dustin Peterson,Bal,2017,2017,1,609,-4.846,-1.208,-0.61,0.3197,103.6500,104.6800,2.990,0.30,17.40,1.92,1.44
Dusty Brown,TOR,2009,2009,1,17,0.000,0.304,0.03,0.2807,56.8300,63.2000,-0.720,-0.07,0.49,0.01,0.01
Dylan Cozens,Pit,2019,2019,1,46,1.160,-0.569,0.06,0.2433,56.3200,46.3800,-2.610,-0.26,1.31,-0.19,-0.07
Ed Easley,LAN,2016,2015,2,539,-5.329,9.793,0.45,0.2917,86.8900,88.0818,-6.500,-0.65,15.40,1.87,1.34
Eddie Perez,MIN,2006,2006,1,4,0.000,0.071,0.01,0.5128,284.8300,224.3400,0.580,0.06,0.11,0.08,0.08
Eddie Rosario,Phi/,2019,2016,3,1333,35.956,-14.028,2.19,0.3289,114.6810,112.4801,17.160,1.72,38.09,4.12,7.72
Edgar Gonzalez,Mia/,2012,2007,2,237,-1.184,1.524,0.03,0.2844,74.8124,69.0804,-8.460,-0.84,6.77,-0.01,-0.13
Edgar Renteria,Min/,2012,2006,7,4403,-4.376,48.869,4.45,0.3076,85.5945,83.4552,-82.860,-8.30,125.80,9.17,8.73
Edgardo Alfonzo,PHI,2007,2006,2,557,0.000,1.990,0.20,0.2682,57.6083,55.1884,-29.070,-2.90,15.92,-1.11,-1.11
Eduardo Escobar,ChA/,2019,2015,5,2035,7.873,8.929,1.68,0.3132,103.8103,100.4790,1.270,0.13,58.14,6.84,7.62
Eduardo Nunez,Tor/,2019,2013,7,1903,-8.793,-7.067,-1.59,0.3082,95.6558,96.0739,-7.880,-0.79,54.37,3.94,3.06
Eduardo Perez,Flo/,2007,2006,2,340,0.000,-6.072,-0.61,0.3433,104.3766,104.0410,1.830,0.18,9.71,0.55,0.55
Edwin Bellorin,OAK,2009,2008,2,120,0.000,2.143,0.22,0.2536,50.6717,43.4150,-7.890,-0.79,3.43,-0.23,-0.23
Edwin Encarnacion,Bal/,2019,2006,11,5457,-53.338,-57.864,-11.12,0.3429,115.1215,117.9781,100.200,10.03,155.91,19.83,14.50
Ehire Adrianza,Tor/,2019,2016,4,914,11.563,6.847,1.83,0.2863,82.9378,79.8875,-19.130,-1.92,26.12,1.38,2.53
Einar Diaz,Tex,2007,2006,2,16,0.000,0.285,0.03,0.2831,62.4875,65.2550,-0.660,-0.07,0.46,0.01,0.01
Eli Marrero,Mil,2007,2006,2,64,0.000,-0.071,-0.01,0.2270,36.5713,25.1531,-5.510,-0.55,1.83,-0.37,-0.37
Eli Whiteside,ChA,2014,2011,3,384,-2.074,8.903,0.68,0.2254,43.3971,31.0022,-28.010,-2.80,10.97,-0.81,-1.02
Elias Diaz,Atl,2019,2016,4,1046,-0.392,18.452,1.80,0.2728,74.9694,69.7882,-33.470,-3.34,29.89,1.49,1.45
Eliezer Alfonzo,Sea/,2013,2006,6,969,-0.655,17.401,1.68,0.3151,88.8402,87.1754,-14.000,-1.39,27.69,3.12,3.05
Elijah Dukes,ARI/,2011,2008,3,1227,0.276,-12.519,-1.23,0.3632,119.3763,121.8611,29.970,3.00,35.06,5.25,5.28
Elliot Johnson,SF/T,2013,2011,3,715,-9.084,4.115,-0.49,0.3111,97.5816,96.9163,-2.430,-0.24,20.43,2.21,1.31
Eloy Jimenez,Tor/,2019,2019,2,93,-1.348,-1.644,-0.30,0.2929,88.7053,83.7216,-1.600,-0.16,2.66,-0.06,-0.19
Elvis Andrus,LAN/,2019,2010,10,6394,18.161,68.137,8.64,0.2933,84.8105,83.6372,-109.790,-10.97,182.69,14.11,15.93
Emil Brown,PHI/,2010,2007,4,721,0.000,-7.726,-0.77,0.3173,86.4155,84.2030,-13.470,-1.35,20.60,-0.06,-0.06
Emilio Bonifacio,Pit/,2015,2011,4,1487,-14.986,6.623,-0.84,0.2863,78.8192,77.4671,-35.890,-3.58,42.49,1.33,-0.17
Emmanuel Burriss,Cle,2011,2011,1,361,-6.672,4.266,-0.24,0.2621,63.0900,58.5300,-15.700,-1.57,10.31,-0.11,-0.78
Ender Inciarte,SD/C,2019,2015,5,3030,145.712,-3.707,14.19,0.2948,88.0251,87.2977,-39.670,-3.97,86.57,4.32,18.89
Endy Chavez,BAL/,2010,2006,5,1237,0.000,-5.568,-0.56,0.2777,65.3849,60.1277,-58.110,-5.81,35.34,-2.83,-2.83
Enrique Hernandez,NYA,2017,2015,3,1559,-8.772,8.922,0.02,0.2778,81.7680,76.0163,-37.540,-3.75,44.54,1.60,0.72
Eric Bruntlett,SEA/,2008,2007,2,162,0.000,1.436,0.15,0.3111,75.6778,80.0759,-3.800,-0.38,4.63,0.23,0.23
Eric Byrnes,BOS/,2010,2006,5,2145,0.000,-14.282,-1.43,0.3023,77.6780,77.7032,-55.780,-5.57,61.29,-0.87,-0.87
Eric Campbell,StL/,2017,2014,4,1586,-15.064,-5.136,-2.02,0.3086,100.2368,99.8124,-0.790,-0.08,45.31,3.94,2.43
Eric Chavez,Oak/,2015,2006,6,2402,-3.788,2.736,-0.10,0.3286,99.7921,98.7530,-1.440,-0.14,68.63,7.62,7.24
Eric Fryer,LAA,2012,2012,1,83,-0.456,0.609,0.02,0.3205,100.4300,100.0800,0.010,0.00,2.37,0.30,0.25
Eric Haase,NYN,2019,2018,2,513,-1.744,9.476,0.77,0.2555,63.0557,55.8012,-24.080,-2.41,14.66,0.00,-0.17
Eric Hinske,Col/,2013,2006,8,2641,-4.658,-44.134,-4.88,0.3292,98.8300,98.8534,-1.780,-0.17,75.46,2.96,2.50
Eric Hosmer,Mil/,2019,2011,10,5977,-12.979,-100.151,-11.31,0.3220,106.4656,106.8459,43.820,4.39,170.77,11.45,10.15
Eric Jagielo,ChN,2016,2016,1,28,-0.477,-0.361,-0.08,0.1991,28.7900,13.6800,-2.390,-0.24,0.80,-0.20,-0.24
Eric Munson,TB,2006,2006,1,16,0.000,-0.400,-0.04,0.2382,39.5600,34.9500,-1.210,-0.12,0.46,-0.11,-0.11
Eric Patterson,Min/,2012,2008,3,138,-1.810,-0.525,-0.24,0.2932,77.8384,76.4042,-3.950,-0.39,3.94,-0.05,-0.23
Eric Sogard,Mia/,2019,2012,7,1453,4.730,4.038,0.88,0.2801,76.6464,75.0296,-37.540,-3.76,41.51,0.80,1.27
Eric Stamets,Mil,2018,2018,1,104,2.982,1.186,0.42,0.3526,128.8000,130.6300,3.330,0.33,2.97,0.75,1.04
Eric Thames,Bal/,2019,2012,4,1891,-22.746,-34.731,-5.75,0.3231,105.8277,106.9008,13.490,1.34,54.03,5.13,2.86
Eric Valent,LA,2006,2006,1,41,0.000,-0.439,-0.04,0.3363,102.8400,102.6400,0.130,0.01,1.17,0.08,0.08
Eric Young,StL/,2017,2012,5,1655,3.451,-3.038,0.03,0.2860,78.2507,78.7334,-37.280,-3.73,47.29,0.70,1.04
Eric Young Jr.,FLA,2010,2010,1,754,0.000,2.693,0.27,0.3291,91.4400,96.5900,-2.940,-0.29,21.54,2.13,2.13
Erick Almonte,KCR,2008,2008,1,626,0.000,6.707,0.67,0.3576,111.6400,114.5700,10.670,1.07,17.89,3.53,3.53
Erick Aybar,NYA/,2018,2008,10,5419,-1.171,54.501,5.33,0.2872,81.1674,77.0707,-134.480,-13.43,154.83,7.50,7.39
Erik Gonzalez,Cin,2019,2017,3,1135,3.527,8.803,1.24,0.2606,67.9925,59.9013,-47.870,-4.79,32.43,-0.67,-0.31
Erik Kratz,KC/C,2019,2010,8,2150,-15.031,40.023,2.50,0.2956,86.7597,84.9506,-33.780,-3.38,61.43,6.77,5.26
Erisbel Arruebarrena,Cle,2016,2016,1,90,-1.897,0.547,-0.14,0.2375,57.7200,44.6900,-4.930,-0.49,2.57,-0.18,-0.37
Ernesto Mejia,LAA,2015,2015,1,47,0.001,-1.265,-0.13,0.2438,53.7300,50.2200,-2.380,-0.24,1.34,-0.23,-0.23
Erubiel Durazo,BAL,2007,2006,2,694,0.000,-17.250,-1.73,0.3631,116.3674,120.9877,16.900,1.69,19.83,1.95,1.95
Esteban German,Was/,2012,2006,6,1490,-1.831,5.671,0.38,0.3090,82.8210,81.3955,-32.080,-3.20,42.57,1.62,1.44
Esteban Quiroz,Tor,2019,2019,1,173,-0.197,-1.702,-0.19,0.3497,124.9500,126.6300,4.880,0.49,4.94,0.81,0.79
Eugenio Suarez,Cin/,2019,2015,6,2026,-10.550,10.713,0.01,0.3214,107.1468,107.1567,15.420,1.55,57.89,8.41,7.36
Eugenio Velez,KC/F,2011,2008,3,449,0.216,-1.193,-0.09,0.2746,71.7456,61.3844,-19.360,-1.94,12.83,-0.78,-0.76
Eury Perez,Cin,2017,2013,5,1443,10.256,-9.973,0.03,0.2697,75.1225,68.3262,-46.540,-4.66,41.23,-1.53,-0.51
Evan Gattis,Bal/,2019,2014,6,2703,-24.657,42.107,1.75,0.2975,92.6511,89.6621,-28.090,-2.82,77.23,9.11,6.65
Evan Longoria,SF/O,2019,2008,12,7763,136.065,28.056,16.41,0.3400,113.5851,115.7215,132.740,13.28,221.80,38.27,51.87
Everth Cabrera,Atl/,2017,2011,4,569,-3.084,3.615,0.05,0.3346,111.4989,117.6160,10.030,1.00,16.26,2.99,2.68
Ezequiel Carrera,ChA/,2015,2013,3,484,1.507,0.364,0.20,0.2250,45.9061,34.9659,-32.170,-3.22,13.83,-1.80,-1.65
Felipe Lopez,HOU/,2011,2006,6,2242,-0.523,18.196,1.76,0.3101,82.3671,82.8577,-44.790,-4.48,64.06,3.75,3.69
Felix Pie,Col/,2013,2007,5,1092,0.029,1.624,0.16,0.3200,91.6877,89.6308,-13.030,-1.29,31.20,1.99,2.00
Fernando Martinez,KC,2012,2012,1,36,0.669,-0.541,0.01,0.2306,44.7300,34.2000,-2.590,-0.26,1.03,-0.21,-0.14
Fernando Perez,CHN/,2012,2009,3,39,0.862,-0.157,0.07,0.2198,15.4144,20.1418,-3.470,-0.35,1.12,-0.25,-0.17
Fernando Tatis,Hou/,2011,2009,3,933,-2.205,-9.657,-1.19,0.3002,82.0960,79.0674,-22.630,-2.27,26.66,-0.57,-0.79
Francisco Cervelli,Tam/,2019,2012,8,2653,-15.976,48.936,3.31,0.2879,82.3820,81.7536,-50.640,-5.06,75.80,7.41,5.82
Francisco Lindor,Col,2019,2016,4,2561,52.522,28.150,8.07,0.3169,103.7685,103.9683,10.830,1.08,73.17,11.21,16.46
Francisco Mejia,Ari,2019,2019,1,26,-0.166,0.298,0.01,0.3241,106.5700,107.3000,0.200,0.02,0.74,0.12,0.11
Francisco Pena,LAA,2018,2016,3,483,0.279,10.868,1.11,0.2591,66.4015,59.7359,-20.480,-2.05,13.80,0.42,0.45
Frank Catalanotto,Phi/,2007,2006,2,1299,0.000,-22.846,-2.28,0.3252,93.9047,91.9887,-12.300,-1.23,37.11,0.20,0.20
Frank Thomas,SEA/,2008,2006,3,1446,0.000,-36.150,-3.62,0.3845,129.8098,131.8162,54.650,5.46,41.32,5.98,5.98
Frankie Catalanotto,MIL/,2010,2009,2,653,0.000,-10.482,-1.05,0.2945,75.4778,72.6668,-20.490,-2.05,18.66,-1.23,-1.23
Franklin Barreto,Min,2019,2019,1,591,-3.459,2.205,-0.13,0.3497,123.7000,126.6200,16.680,1.67,16.89,3.58,3.23
Franklin Gutierrez,ChN/,2018,2009,8,3933,93.051,-6.390,8.66,0.3138,97.1721,95.6460,-19.150,-1.91,112.37,8.69,17.99
Franmil Reyes,LAN,2019,2019,1,607,-4.318,-6.264,-1.06,0.3212,106.7100,105.1500,3.310,0.33,17.34,1.44,1.01
Fred Lewis,ChA/,2011,2007,5,2691,-2.275,-26.518,-2.88,0.3079,83.7080,82.1666,-54.820,-5.49,76.89,-0.45,-0.68
Freddie Bynum,SDP/,2008,2006,2,267,0.000,1.754,0.18,0.3197,89.9849,90.1640,-3.060,-0.31,7.63,0.63,0.63
Freddie Freeman,Atl/,2019,2011,9,5281,-6.880,-76.468,-8.33,0.3602,132.6585,137.0418,202.360,20.22,150.89,27.66,26.97
Freddy Galvis,StL/,2019,2013,7,2827,13.348,31.950,4.53,0.2580,67.0653,58.5973,-120.670,-12.06,80.77,-0.79,0.55
Freddy Guzman,Ari,2007,2007,1,453,0.000,-4.854,-0.49,0.2774,54.6300,57.4600,-23.390,-2.34,12.94,-1.53,-1.53
Freddy Sanchez,Oak/,2013,2006,6,3492,3.083,12.537,1.57,0.3166,93.0460,91.0273,-34.850,-3.47,99.77,7.76,8.07
Freddy Sandoval,BOS,2010,2010,1,178,0.000,0.636,0.06,0.3243,95.8900,93.2100,-1.380,-0.14,5.09,0.43,0.43
Gabe Gross,DET/,2010,2007,4,1414,0.000,-3.865,-0.39,0.3283,92.7810,93.5478,-10.530,-1.05,40.40,2.60,2.60
Gabe Kapler,ARI,2010,2010,1,170,0.000,-1.821,-0.18,0.3142,87.7600,86.1600,-2.690,-0.27,4.86,0.03,0.03
Gabriel Guerrero,KC/S,2018,2017,3,84,-0.278,-0.591,-0.08,0.3277,111.7642,111.5032,1.010,0.10,2.40,0.28,0.25
Gaby Sanchez,Cle/,2014,2008,6,2105,-4.351,-36.135,-4.04,0.3344,105.8562,107.7623,17.550,1.76,60.14,4.16,3.73
Garin Cecchini,SD,2015,2014,2,928,-9.175,3.217,-0.59,0.3395,119.4734,123.2827,21.970,2.20,26.51,5.17,4.26
Garret Anderson,KC/K,2009,2006,4,1893,0.000,-34.154,-3.42,0.3214,91.9429,89.6629,-22.220,-2.22,54.09,-0.23,-0.23
Garrett Atkins,CIN/,2010,2006,5,3205,0.000,11.445,1.14,0.3361,100.0133,100.2104,1.030,0.10,91.57,10.40,10.40
Garrett Hampson,SF,2019,2019,1,630,-0.320,6.376,0.61,0.2838,75.6800,76.9000,-15.430,-1.54,18.00,0.90,0.87
Garrett Jones,KC/A,2016,2009,8,2945,-9.169,-51.218,-6.04,0.3284,105.3357,105.0126,18.400,1.84,84.14,5.06,4.15
Gary Bennett,Flo/,2007,2006,2,290,0.000,5.178,0.52,0.2656,55.1233,53.6664,-15.820,-1.58,8.29,-0.23,-0.23
Gary Brown,Hou,2013,2012,2,1105,43.477,-3.583,3.99,0.3214,103.8992,103.0515,3.710,0.37,31.57,3.17,7.52
Gary Burnham,Tor,2007,2007,1,50,0.000,-0.893,-0.09,0.1881,9.0800,-1.3900,-6.150,-0.62,1.43,-0.57,-0.57
Gary Matthews,STL/,2008,2007,2,1000,0.000,0.257,0.02,0.3386,98.1599,98.4734,-1.620,-0.16,28.57,2.72,2.72
Gary Matthews Jr.,STL/,2010,2006,3,1297,0.000,1.532,0.15,0.3320,97.3548,99.0754,-1.290,-0.14,37.06,3.72,3.72
Gary Sanchez,Oak,2019,2017,3,1529,-10.718,19.776,0.90,0.3228,108.2927,107.0543,11.370,1.14,43.69,7.49,6.42
Gary Sheffield,WAS/,2009,2006,4,2352,0.000,-49.443,-4.95,0.3771,125.4489,127.4593,76.310,7.63,67.20,9.41,9.41
